DCE_ID	Hits
>1225-S-r	25
>1226-A-l	18
>1226-S-l	47
>1227-A-l	71
>1229-S-l	51
>1230-A-l	64
>1230-S-l	70
>1231-S-l	70
>1232-A-l	1
>1232-A-r	11
>1232-S-l	87
>1232-S-r	127
>1233-A-l	1
>1233-S-l	9
>1234-S-r	54
>1235-S-l	24
>1236-A-l	24
>1236-S-l	6
>1237-A-l	2
>1237-S-l	21
>1238-A-l	189
>1239-S-l	8
>1240-A-l	2
>1240-S-l	16
>1241-S-l	24
>1242-A-r	18
>1242-S-r	2
>1243-A-l	2
>1243-S-l	18
>1243-S-r	5
>1244-A-l	4
>1244-S-l	18
>1245-S-l	14
>1245-S-r	11
>1246-A-l	2
>1246-S-l	105
>1247-A-l	60
>1247-S-l	55
>1248-A-l	97
>1252-A-l	98
>1253-A-l	45
>1253-S-l	1
>1254-A-l	9
>1254-S-l	2
>1255-A-l	1
>1255-S-l	3
>1258-A-r	15
>1259-A-l	2
>1259-S-l	117
>1260-S-l	159
>1261-A-l	18
>1261-S-l	71
>1262-S-l	1
>1263-A-l	1
>1263-S-l	1
>1264-S-l	6
>1265-S-l	6
>1266-A-l	6
>1266-S-l	12
>1267-S-l	4
>1268-A-l	2
>1268-S-l	75
>1269-S-l	5
>1270-A-l	4
>1270-S-l	68
>1271-A-l	3
>1271-S-l	72
>1272-A-l	16
>1272-A-r	10
>1273-A-l	6
>1273-S-l	21
>1274-A-l	1
>1274-S-l	3
>1275-A-l	48
>1275-S-l	4
>1276-S-l	7
>1277-S-l	1
>1279-A-l	4
>1280-A-r	2
>1280-S-r	1
>1281-A-l	7
>1282-S-l	65
>1283-A-l	11
>1283-S-l	208
>1284-A-l	5
>1284-S-l	182
>1285-A-l	11
>1285-S-l	356
>1286-S-l	13
>1287-A-r	3
>1287-S-r	3
>1288-A-l	9
>1288-S-l	16
>1289-A-r	5
>1290-A-l	2
>1290-S-l	6
>1291-A-l	3
>1291-S-l	389
>1292-A-r	1
>1292-S-r	2
>1293-S-l	2
>1294-S-l	4
>1295-A-l	13
>1296-S-l	44
>1298-A-l	3
>1298-S-l	11
>1299-A-l	11
>1299-S-l	61
>1300-A-r	1
>1300-S-r	37
>1301-A-l	3
>1301-S-l	90
>1302-A-l	401
>1303-A-l	4
>1303-S-l	67
>1304-A-r	16
>1304-S-r	3
>1305-S-l	2
>1306-A-l	94
>1306-S-l	2
>1307-S-l	11
>1308-S-l	6
>1309-A-l	94
>1309-S-l	8
>1310-A-l	102
>1311-S-l	154
>1312-S-l	3
>1313-A-l	1
>1314-A-l	11
>1314-S-l	8
>1315-A-r	2
>1315-S-r	39
>1316-A-r	11
>1316-S-r	45
>1317-S-l	13
>1318-A-r	7
>1318-S-l	16
>1318-S-r	4
>1319-S-l	21
>1320-A-l	2
>1320-S-l	21
>1321-S-l	12
>1322-S-l	5
>1324-A-r	12
>1324-S-r	30
>1325-A-r	1
>1325-S-r	2
>1326-A-l	22
>1327-A-l	3
>1328-A-l	2
>1328-S-l	10
>1329-S-l	51
>1330-A-l	8
>1330-S-l	116
>1331-A-l	1
>1331-S-l	95
>1332-A-l	2
>1332-S-l	40
>1334-A-r	107
>1334-S-r	2
>1335-S-l	60
>1336-A-l	2
>1336-S-l	67
>1337-A-r	2
>1337-S-r	3
>1338-A-l	72
>1338-S-l	2
>1339-S-l	79
>1340-A-l	27
>1340-S-l	27
>1341-A-l	10
>1341-S-l	33
>1342-A-l	2
>1342-S-l	33
>1343-A-r	29
>1343-S-l	246
>1343-S-r	251
>1345-S-l	20
>1346-S-l	20
>1347-S-r	20
>1348-S-l	16
>1349-A-l	13
>1349-S-l	49
>1350-S-l	1
>1351-S-r	5
>1352-S-l	148
>1353-A-l	4
>1354-A-l	2
>1354-S-l	17
>1356-A-l	72
>1357-A-l	20
>1357-A-r	38
>1357-S-l	1
>1359-A-l	28
>1359-S-l	31
>1362-S-l	4
>1363-S-l	1
>1366-A-l	1
>1375-S-l	10
>1376-A-l	49
>1376-S-l	3
>1377-A-l	6
>1378-S-l	11
>1380-A-l	2
>1381-A-l	2
>1382-A-r	339
>1382-S-r	38
>1383-A-r	80
>1383-S-r	11
>1384-A-l	29
>1384-S-l	2
>1385-A-r	1
>1385-S-r	18
>1386-A-l	1
>1386-S-l	19
>1387-S-l	22
>1389-A-l	4
>1389-S-l	7
>1390-A-r	1
>1390-S-r	40
>1391-A-l	54
>1392-A-l	24
>1392-S-l	197
>1393-A-l	4
>1394-A-l	2
>1394-S-l	249
>1395-S-r	29
>1396-A-l	5
>1396-S-l	46
>1397-S-l	14
>1399-S-l	84
>1400-A-l	6
>1400-S-l	122
>1401-S-l	38
>1402-A-l	14
>1402-S-l	10
>1403-A-l	1
>1403-S-l	46
>1405-A-l	1
>1406-A-r	55
>1407-S-l	46
>1408-S-l	46
>1409-A-l	2
>1409-S-l	145
>1410-A-l	10
>1410-S-l	192
>1411-S-l	2
>1412-S-l	3
>1413-S-l	1
>1414-S-l	5
>1415-S-l	1
>1416-A-l	1
>1416-S-l	63
>1418-A-l	59
>1419-A-l	11
>1419-S-l	4
>1421-S-l	6
>1422-S-r	19
>1423-A-l	111
>1424-A-l	2
>1424-S-l	79
>1425-A-r	1
>1425-S-r	106
>1426-S-l	23
>1428-A-r	13
>1428-S-r	5
>1429-A-l	4
>1429-S-l	25
>1430-A-l	2
>1430-S-l	209
>1431-A-l	1
>1431-S-l	107
>1432-A-l	3
>1432-S-l	104
>1433-A-l	41
>1433-S-l	2
>1434-S-l	288
>1435-A-l	10
>1435-S-l	280
>1436-A-l	11
>1436-S-l	175
>1437-A-l	1
>1437-S-l	241
>1438-S-l	222
>1439-A-l	1
>1439-S-l	327
>1440-S-l	7
>1441-S-l	13
>1442-A-l	1
>1442-S-l	2
>1443-A-r	21
>1443-S-r	7
>1444-A-r	1
>1445-S-l	1
>1447-A-l	255
>1447-S-l	5
>1449-A-l	14
>1450-A-l	6
>1451-S-l	1496
>1452-A-l	7
>1452-S-l	1496
>1453-A-l	35
>1453-S-l	11
>1456-A-l	4
>1456-S-l	18
>1458-A-l	39
>1458-S-l	247
>1459-S-l	154
>1460-A-l	1
>1460-S-l	45
>1461-A-l	60
>1461-S-l	29
>1462-S-l	9
>1463-A-l	27
>1463-S-l	93
>1464-S-l	5
>1468-A-r	53
>1468-S-r	9
>1470-A-r	15
>1471-A-l	1
>1471-S-l	11
>1472-A-l	27
>1473-A-l	100
>1473-S-l	13
>1474-S-l	2
>1476-S-l	78
>1477-S-l	15
>1478-A-l	5
>1478-S-l	152
>1479-S-l	6
>1480-A-r	3
>1481-A-l	1
>1481-S-l	2
>1482-S-l	2
>1483-S-l	4
>1484-S-l	82
>1485-A-l	1
>1485-S-l	17
>1486-S-l	4
>1487-S-l	1
>1488-S-l	15
>1489-A-l	5
>1489-S-l	15
>1490-A-l	2
>1490-S-l	2
>1491-S-l	6
>1492-S-l	3
>1492-S-r	4
>1493-S-r	3
>1494-S-r	3
>1500-A-l	5
>1500-S-l	52
>1503-S-r	5
>1504-A-l	18
>1504-S-l	2
>1505-S-l	3
>1507-A-l	24
>1508-A-r	2
>1508-S-l	12
>1508-S-r	20
>1509-S-r	57
>1510-S-l	10
>1511-A-l	11
>1511-S-l	5
>1512-A-l	4
>1512-A-r	2
>1512-S-r	1
>1513-A-r	1
>1513-S-r	116
>1514-A-l	14
>1514-S-l	25
>1515-S-l	22
>1516-A-r	1
>1516-S-r	48
>1517-S-l	10
>1518-A-l	26
>1518-S-l	51
>1519-A-l	4
>1519-S-l	40
>1524-S-l	1
>1525-A-l	3
>1525-S-l	2
>1526-A-r	3
>1526-S-r	18
>1530-S-r	109
>1531-A-l	1
>1534-S-l	14
>1535-S-l	45
>1536-S-l	12
>1537-A-l	12
>1537-S-l	7
>1538-A-r	1
>1538-S-r	35
>1539-A-r	1
>1539-S-r	56
>1540-A-r	1
>1541-S-l	228
>1542-A-l	19
>1542-S-l	20
>1544-A-l	69
>1544-S-l	1
>1545-A-l	1
>1548-S-r	101
>1551-S-l	4
>1552-A-l	1
>1556-A-r	44
>1556-S-r	2
>1557-A-l	1
>1557-S-l	79
>1558-S-r	1
>1559-A-l	1
>1559-S-l	2
>1562-A-r	5
>1562-S-r	59
>1563-A-l	109
>1563-S-l	5
>1564-A-l	2
>1564-S-l	17
>1565-S-l	40
>1566-A-r	33
>1566-S-r	1
>1567-A-l	3
>1567-S-l	290
>1569-A-r	4
>1569-S-r	8
>1572-S-l	27
>1573-S-l	24
>1574-S-l	24
>1575-A-l	1
>1575-S-l	23
>1576-S-l	23
>1577-S-l	23
>1578-A-l	12
>1578-S-l	2
>1579-A-l	82
>1579-S-l	19
>1580-A-l	74
>1580-S-r	62
>1581-A-l	27
>1581-S-l	6
>1582-A-l	18
>1582-S-l	126
>1583-S-l	1
>1584-A-l	50
>1586-A-l	4
>1586-S-l	24
>1587-S-l	2
>1588-A-l	1
>1589-A-l	7
>1590-A-l	22
>1590-S-l	11
>1591-A-l	2
>1591-S-l	76
>1592-A-l	1
>1593-A-l	10
>1593-S-l	29
>1594-A-l	7
>1594-S-l	40
>1595-S-l	131
>1597-A-l	1
>1597-S-l	137
>1599-A-l	23
>1599-S-l	7
>1600-S-l	14
>1602-A-l	49
>1602-S-l	1
>1603-S-l	2
>1604-A-l	7
>1604-S-l	37
>1608-A-r	36
>1608-S-r	57
>1609-A-r	25
>1609-S-r	57
>1610-A-l	7
>1610-S-l	8
>1611-A-l	3
>1611-S-l	25
>1612-A-l	51
>1613-A-r	4
>1613-S-r	9
>1614-S-l	26
>1615-S-l	12
>1616-S-l	15
>1618-A-l	9
>1618-S-l	3
>1619-A-r	9
>1619-S-r	9
>1620-S-r	25
>1621-A-l	4
>1621-S-l	16
>1622-A-l	51
>1623-S-l	155
>1624-A-l	9
>1625-A-l	1
>1625-S-l	18
>1626-A-r	9
>1626-S-r	8
>1627-A-r	1
>1627-S-r	48
>1628-S-l	25
>1629-A-l	1
>1629-S-l	5
>1630-S-l	5
>1631-A-l	3
>1631-S-l	3
>1632-A-l	8
>1632-S-l	6
>1633-A-l	3
>1633-S-l	6
>1634-S-l	12
>1635-A-r	111
>1636-A-r	17
>1638-A-l	3
>1640-A-l	38
>1640-S-l	213
>1641-A-l	6
>1642-A-l	10
>1642-S-l	2
>1643-A-r	50
>1643-S-r	2
>1644-A-r	22
>1645-A-l	91
>1645-S-l	21
>1646-S-l	16
>1648-A-l	3
>1648-S-l	19
>1649-S-l	15
>1650-A-l	2
>1650-S-l	15
>1651-A-l	20
>1651-S-l	22
>1653-A-l	2
>1653-S-l	22
>1654-A-l	20
>1654-S-l	112
>1655-A-l	18
>1656-S-r	85
>1657-A-l	14
>1657-S-l	187
>1659-A-l	82
>1660-A-l	2
>1660-S-l	8
>1661-A-r	45
>1661-S-r	7
>1662-A-l	1
>1662-S-l	9
>1663-A-l	1
>1663-S-l	22
>1666-A-l	4
>1666-S-l	20
>1667-S-l	16
>1668-S-l	12
>1670-A-r	4
>1671-A-l	169
>1671-S-l	16
>1672-A-r	5
>1672-S-r	56
>1673-A-l	4
>1673-S-l	2
>1674-A-l	9
>1674-S-l	2
>1676-A-l	2
>1676-S-l	90
>1677-A-l	8
>1677-S-l	278
>1678-A-l	40
>1679-S-l	3
>1680-S-l	3
>1681-A-l	3
>1681-S-l	3
>1682-S-l	3
>1683-S-l	30
>1684-S-l	135
>1685-S-l	135
>1686-A-l	90
>1687-A-l	7
>1687-A-r	16
>1687-S-l	1
>1687-S-r	1
>1688-A-r	1
>1688-S-r	9
>1689-S-l	26
>1690-A-l	53
>1690-S-l	18
>1691-S-l	3
>1692-S-l	14
>1693-S-l	116
>1694-A-l	36
>1694-S-l	4
>1696-S-l	6
>1697-S-l	5
>1699-S-l	1
>1701-S-l	12
>1702-S-l	45
>1704-A-l	19
>1705-A-l	12
>1705-A-r	16
>1705-S-l	1
>1706-A-l	1
>1707-A-l	1
>1707-S-l	21
>1708-A-l	33
>1708-S-l	9
>1709-A-l	125
>1709-S-l	71
>1710-S-l	205
>1711-A-l	73
>1711-S-l	2
>1712-S-r	29
>1713-A-l	3
>1713-S-l	17
>1714-A-r	6
>1714-S-r	6
>1715-A-r	6
>1715-S-r	9
>1716-A-l	17
>1716-S-l	9
>1717-A-l	1
>1718-S-l	1
>1719-A-l	8
>1719-S-l	8
>1720-A-l	55
>1722-A-l	51
>1723-A-l	2
>1723-S-l	1
>1728-A-r	32
>1729-S-r	4
>1730-A-l	2
>1731-S-l	6
>1732-A-l	32
>1733-A-l	39
>1733-S-l	16
>1734-S-l	1
>1736-A-l	1
>1736-S-l	38
>1737-A-l	12
>1739-S-l	1
>1740-A-l	1
>1740-S-l	34
>1741-A-l	12
>1741-S-l	2
>1742-A-l	167
>1742-S-l	21
>1743-A-l	85
>1743-S-l	1
>1744-A-l	1
>1744-A-r	1
>1744-S-l	34
>1744-S-r	54
>1745-A-l	1
>1745-S-l	76
>1746-S-r	34
>1747-A-l	9
>1747-S-l	51
>1748-A-l	5
>1748-S-l	79
>1749-A-r	1
>1749-S-r	1
>1750-A-l	157
>1750-S-l	4
>1751-S-l	96
>1752-A-l	22
>1753-S-l	54
>1754-S-l	1
>1755-A-l	106
>1755-S-l	858
>1756-A-l	89
>1756-S-l	93
>1757-A-l	13
>1757-S-l	5
>1758-A-l	5
>1758-S-l	15
>1759-A-l	27
>1759-S-l	1298
>1760-A-l	1
>1760-S-l	61
>1761-S-r	16
>1763-A-l	2
>1763-S-l	42
>1764-A-l	60
>1764-S-l	2
>1765-A-r	1
>1765-S-r	28
>1766-A-l	130
>1766-S-l	85
>1767-A-l	1
>1767-S-l	30
>1768-A-r	12
>1769-A-r	12
>1769-S-r	28
>1770-S-l	33
>1771-A-l	160
>1771-S-l	12
>1772-A-l	1
>1772-S-l	19
>1773-S-l	7
>1774-S-l	7
>1776-A-l	63
>1777-S-l	27
>1778-A-l	66
>1778-S-l	2
>1779-S-l	3
>1782-A-r	30
>1783-A-l	53
>1783-S-l	1
>1784-S-r	4
>1785-S-l	56
>1786-A-l	5
>1787-S-l	115
>1788-S-l	4
>1789-A-l	31
>1789-S-l	2
>1790-S-r	11
>1791-A-r	2
>1791-S-r	87
>1792-A-l	1
>1792-S-l	11
>1793-S-l	10
>1794-S-l	8
>1795-A-l	33
>1795-S-l	2
>1796-S-l	66
>1797-A-l	60
>1797-S-l	3
>1799-S-l	2
>1800-A-l	1
>1800-S-l	25
>1801-S-l	9
>1802-S-l	9
>1803-A-l	48
>1804-S-l	2
>1805-A-l	3
>1805-S-l	34
>1806-A-l	17
>1806-S-l	8
>1807-A-l	25
>1807-S-l	6
>1809-A-r	1
>1809-S-r	31
>1810-A-l	3
>1811-A-l	11
>1811-S-l	4
>1812-A-l	34
>1812-S-l	13
>1813-S-l	17
>1814-A-l	13
>1814-S-l	1
>1816-A-l	33
>1816-S-l	1
>1817-A-l	1
>1817-S-l	16
>1818-A-r	1
>1819-A-l	4
>1819-S-l	1
>1821-S-l	15
>1822-S-r	22
>1823-S-l	8
>1824-S-l	4
>1825-A-l	1
>1825-S-l	19
>1826-A-l	3
>1826-S-l	11
>1827-A-r	1
>1829-A-l	3
>1829-S-l	46
>1830-A-r	3
>1830-S-r	5
>1831-S-r	2
>1832-A-l	13
>1833-S-l	8
>1834-A-l	2
>1834-S-l	9
>1835-A-l	3
>1835-S-l	8
>1836-A-l	1
>1836-S-l	8
>1837-S-r	3
>1838-S-r	3
>1839-A-l	8
>1839-S-l	79
>1840-A-r	6
>1841-S-l	60
>1842-S-l	19
>1843-A-l	4
>1843-S-l	4
>1844-S-l	23
>1846-A-l	5
>1846-S-l	94
