DCE_ID	Hits
>1356-A-l	1
>1357-A-l	1
>1357-A-r	1
>1357-S-l	1
>1359-A-l	14
>1359-S-l	18
>1362-S-l	3
>1363-S-l	1
>1366-A-l	1
>1375-S-l	1
>1376-A-l	23
>1376-S-l	2
>1377-A-l	1
>1378-S-l	1
>1381-A-l	2
>1382-A-r	75
>1382-S-r	24
>1383-A-r	43
>1383-S-r	8
>1384-A-l	16
>1384-S-l	1
>1385-A-r	1
>1385-S-r	1
>1386-A-l	1
>1386-S-l	1
>1389-A-l	1
>1389-S-l	2
>1390-A-r	1
>1390-S-r	1
>1391-A-l	31
>1392-A-l	1
>1392-S-l	1
>1393-A-l	1
>1394-A-l	2
>1394-S-l	1
>1395-S-r	13
>1396-A-l	4
>1396-S-l	22
>1397-S-l	1
>1399-S-l	36
>1400-S-l	1
>1401-S-l	20
>1402-S-l	6
>1403-A-l	1
>1403-S-l	21
>1405-A-l	1
>1406-A-r	1
>1408-S-l	1
>1409-S-l	64
>1410-A-l	4
>1410-S-l	95
>1411-S-l	1
>1412-S-l	1
>1413-S-l	1
>1414-S-l	1
>1415-S-l	1
>1416-A-l	1
>1416-S-l	38
>1418-A-l	1
>1419-A-l	6
>1419-S-l	3
>1421-S-l	6
>1422-S-r	8
>1423-A-l	2
>1424-S-l	24
>1425-A-r	1
>1425-S-r	1
>1426-S-l	2
>1428-A-r	5
>1428-S-r	4
>1429-A-l	2
>1429-S-l	17
>1430-A-l	2
>1430-S-l	2
>1431-A-l	1
>1431-S-l	2
>1432-A-l	1
>1432-S-l	26
>1433-A-l	16
>1433-S-l	2
>1435-A-l	1
>1435-S-l	2
>1436-A-l	4
>1436-S-l	1
>1437-A-l	1
>1437-S-l	1
>1438-S-l	1
>1439-S-l	2
>1440-S-l	1
>1441-S-l	1
>1442-A-l	1
>1442-S-l	1
>1443-A-r	10
>1443-S-r	5
>1444-A-r	1
>1447-A-l	2
>1447-S-l	1
>1449-A-l	8
>1452-A-l	3
>1452-S-l	1
>1453-A-l	2
>1453-S-l	1
>1456-A-l	1
>1456-S-l	1
>1458-S-l	1
>1459-S-l	1
>1460-A-l	1
>1460-S-l	1
>1461-A-l	36
>1461-S-l	1
>1462-S-l	1
>1463-A-l	10
>1463-S-l	27
>1464-S-l	4
>1468-A-r	1
>1468-S-r	1
>1470-A-r	6
>1471-A-l	1
>1471-S-l	7
>1472-A-l	1
>1473-A-l	2
>1473-S-l	1
>1474-S-l	1
>1477-S-l	1
>1478-A-l	2
>1478-S-l	4
>1479-S-l	1
>1480-A-r	2
>1481-A-l	1
>1482-S-l	1
>1483-S-l	2
>1484-S-l	1
>1485-S-l	16
>1486-S-l	1
>1487-S-l	1
>1489-A-l	3
>1489-S-l	6
>1490-A-l	2
>1490-S-l	1
>1492-S-r	1
>1494-S-r	1
>1500-A-l	1
>1500-S-l	1
>1503-S-r	1
>1504-A-l	1
>1504-S-l	2
>1505-S-l	1
>1507-A-l	15
>1508-A-r	1
>1508-S-l	1
>1508-S-r	1
>1509-S-r	23
>1510-S-l	1
>1511-A-l	1
>1511-S-l	1
>1512-A-l	2
>1512-A-r	2
>1512-S-r	1
>1513-A-r	1
>1513-S-r	1
>1514-A-l	1
>1514-S-l	1
>1515-S-l	12
>1516-A-r	1
>1516-S-r	1
>1517-S-l	1
>1518-A-l	19
>1518-S-l	24
>1519-A-l	1
>1519-S-l	1
>1524-S-l	1
>1525-A-l	1
>1525-S-l	1
>1526-A-r	1
>1526-S-r	1
>1530-S-r	1
>1534-S-l	5
>1535-S-l	19
>1536-S-l	8
>1537-A-l	9
>1537-S-l	5
>1538-A-r	1
>1538-S-r	3
>1539-S-r	1
>1540-A-r	1
>1541-S-l	2
>1544-A-l	1
>1544-S-l	1
>1545-A-l	1
>1548-S-r	1
>1551-S-l	3
>1552-A-l	1
>1556-A-r	27
>1556-S-r	1
>1557-A-l	1
>1557-S-l	1
>1558-S-r	1
>1559-A-l	1
>1562-A-r	3
>1562-S-r	30
>1563-A-l	58
>1563-S-l	3
>1564-A-l	1
>1564-S-l	1
>1565-S-l	28
>1566-A-r	13
>1566-S-r	1
>1567-A-l	1
>1569-A-r	1
>1569-S-r	1
>1572-S-l	17
>1574-S-l	15
>1575-A-l	1
>1577-S-l	16
>1578-S-l	2
>1579-A-l	33
>1580-A-l	2
>1580-S-r	17
>1581-A-l	1
>1581-S-l	1
>1583-S-l	1
>1584-A-l	32
>1586-A-l	1
>1586-S-l	1
>1587-S-l	2
>1588-A-l	1
>1589-A-l	1
>1590-A-l	1
>1591-A-l	1
>1591-S-l	1
>1592-A-l	1
>1593-A-l	1
>1593-S-l	1
>1594-A-l	1
>1594-S-l	1
>1595-S-l	1
>1597-S-l	2
>1599-A-l	1
>1599-S-l	7
>1600-S-l	10
>1602-A-l	1
>1602-S-l	1
>1604-A-l	6
>1609-A-r	20
>1609-S-r	1
>1610-A-l	5
>1610-S-l	3
>1611-A-l	2
>1611-S-l	1
>1612-A-l	1
>1613-A-r	3
>1613-S-r	6
>1615-S-l	1
>1616-S-l	6
>1618-A-l	5
>1619-A-r	5
>1619-S-r	5
>1620-S-r	1
>1621-A-l	2
>1621-S-l	8
>1622-A-l	1
>1623-S-l	1
>1624-A-l	1
>1625-A-l	1
>1625-S-l	8
>1626-A-r	5
>1626-S-r	5
>1627-S-r	24
>1628-S-l	1
>1629-A-l	1
>1630-S-l	3
>1631-S-l	3
>1632-A-l	6
>1633-A-l	3
>1633-S-l	2
>1635-A-r	1
>1636-A-r	1
>1638-A-l	3
>1640-A-l	1
>1640-S-l	2
>1641-A-l	4
>1642-A-l	1
>1642-S-l	1
>1643-A-r	21
>1643-S-r	1
>1644-A-r	1
>1645-A-l	1
>1645-S-l	1
>1646-S-l	6
>1648-S-l	1
>1650-A-l	1
>1650-S-l	8
>1651-A-l	9
>1651-S-l	10
>1653-A-l	2
>1653-S-l	14
>1654-A-l	1
>1654-S-l	1
>1655-A-l	8
>1656-S-r	64
>1657-A-l	1
>1657-S-l	1
>1659-A-l	1
>1660-A-l	1
>1660-S-l	1
>1661-A-r	1
>1661-S-r	1
>1662-A-l	1
>1662-S-l	1
>1663-A-l	1
>1663-S-l	13
>1666-A-l	3
>1666-S-l	9
>1667-S-l	1
>1668-S-l	1
>1670-A-r	4
>1671-A-l	2
>1671-S-l	8
>1672-A-r	1
>1672-S-r	1
>1673-A-l	1
>1674-A-l	4
>1674-S-l	1
>1676-A-l	2
>1676-S-l	55
>1677-A-l	1
>1677-S-l	1
>1678-A-l	25
>1679-S-l	1
>1682-S-l	1
>1683-S-l	2
>1685-S-l	1
>1686-A-l	2
>1687-A-l	3
>1687-A-r	10
>1687-S-l	1
>1687-S-r	1
>1688-A-r	1
>1688-S-r	1
>1689-S-l	1
>1690-A-l	1
>1690-S-l	1
>1691-S-l	2
>1692-S-l	5
>1693-S-l	1
>1694-S-l	1
>1697-S-l	2
>1699-S-l	1
>1701-S-l	1
>1702-S-l	28
>1705-A-l	1
>1705-A-r	1
>1705-S-l	1
>1706-A-l	1
>1707-A-l	1
>1707-S-l	1
>1708-A-l	14
>1708-S-l	6
>1709-A-l	1
>1709-S-l	1
>1710-S-l	12
>1711-A-l	3
>1711-S-l	1
>1712-S-r	1
>1713-S-l	1
>1714-A-r	3
>1714-S-r	5
>1715-A-r	4
>1716-A-l	9
>1716-S-l	3
>1717-A-l	1
>1719-S-l	2
>1720-A-l	23
>1722-A-l	33
>1723-A-l	1
>1723-S-l	1
>1728-A-r	1
>1729-S-r	1
>1730-A-l	2
>1732-A-l	22
>1733-A-l	17
>1733-S-l	13
>1734-S-l	1
>1736-A-l	1
>1736-S-l	13
>1737-A-l	6
>1739-S-l	1
>1740-A-l	1
>1740-S-l	1
>1741-A-l	6
>1741-S-l	1
>1742-A-l	1
>1742-S-l	1
>1743-A-l	1
>1743-S-l	1
>1744-A-l	1
>1744-S-l	29
>1744-S-r	1
>1745-A-l	1
>1745-S-l	35
>1746-S-r	17
>1747-A-l	6
>1747-S-l	1
>1748-S-l	27
>1749-A-r	1
>1749-S-r	1
>1750-A-l	1
>1750-S-l	3
>1751-S-l	1
>1752-A-l	1
>1753-S-l	1
>1755-A-l	1
>1755-S-l	2
>1756-A-l	1
>1756-S-l	1
>1757-A-l	8
>1757-S-l	5
>1758-A-l	2
>1758-S-l	5
>1759-A-l	1
>1759-S-l	1
>1760-A-l	1
>1760-S-l	30
>1761-S-r	1
>1763-A-l	2
>1763-S-l	21
>1764-A-l	1
>1764-S-l	1
>1765-A-r	1
>1765-S-r	13
>1766-A-l	2
>1766-S-l	3
>1767-A-l	1
>1767-S-l	23
>1768-A-r	11
>1769-A-r	5
>1769-S-r	1
>1770-S-l	2
>1771-A-l	1
>1771-S-l	1
>1772-A-l	1
>1772-S-l	7
>1774-S-l	1
>1776-A-l	1
>1777-S-l	18
>1778-A-l	43
>1778-S-l	2
>1779-S-l	1
>1782-A-r	1
>1783-A-l	1
>1783-S-l	1
>1784-S-r	4
>1785-S-l	20
>1786-A-l	1
>1787-S-l	1
>1788-S-l	1
>1789-A-l	10
>1789-S-l	2
>1790-S-r	6
>1791-A-r	1
>1791-S-r	48
>1792-A-l	1
>1792-S-l	1
>1793-S-l	1
>1794-S-l	1
>1795-A-l	1
>1795-S-l	1
>1796-S-l	21
>1797-A-l	36
>1797-S-l	3
>1799-S-l	1
>1800-A-l	1
>1800-S-l	12
>1802-S-l	7
>1803-A-l	27
>1804-S-l	1
>1805-A-l	1
>1805-S-l	12
>1806-A-l	1
>1806-S-l	1
>1807-A-l	2
>1807-S-l	1
>1809-A-r	1
>1809-S-r	1
>1810-A-l	1
>1811-A-l	8
>1811-S-l	3
>1812-A-l	1
>1812-S-l	1
>1813-S-l	1
>1814-A-l	1
>1814-S-l	1
>1816-A-l	1
>1816-S-l	1
>1817-A-l	1
>1818-A-r	1
>1819-A-l	2
>1819-S-l	1
>1821-S-l	5
>1822-S-r	5
>1823-S-l	3
>1824-S-l	4
>1825-A-l	1
>1825-S-l	1
>1826-A-l	1
>1826-S-l	1
>1827-A-r	1
>1830-A-r	1
>1831-S-r	2
>1832-A-l	5
>1833-S-l	5
>1834-A-l	1
>1834-S-l	9
>1835-A-l	1
>1835-S-l	1
>1836-S-l	5
>1837-S-r	2
>1838-S-r	3
>1839-S-l	34
>1840-A-r	1
>1841-S-l	1
>1842-S-l	1
>1843-A-l	2
>1843-S-l	2
>1844-S-l	1
>1846-A-l	4
>1846-S-l	1
